defined_class	label	definition	substrate	exact_synonym	definition_source	term_editor
ECOCORE:00000186	litter decomposition	A decomposition process during which a living entity acquires food and energy by breaking down plant litter.	ENVO:01000628	leaf litter decomposition		https://orcid.org/0000-0002-2908-3327
