?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0001016>	"UMLS:C0027763"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EV:0100162"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"FMA:7157"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"OpenCyc:Mx4rvViT_pwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"BIRNLEX:844"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"WBbt:0005735"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"FBbt:00005093"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"GAID:466"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"VHOG:0000402"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MA:0000016"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"AAO:0000324"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EFO:0000802"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MAT:0000026"
<http://purl.obolibrary.org/obo/UBERON_0001016>	<http://linkedlifedata.com/resource/umls/id/C0027763>
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EMAPA:16469"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"XAO:0000177"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EHDAA2:0001246"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"EHDAA:826"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"ZFA:0000396"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"BTO:0001484"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"CALOHA:TS-1313"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MIAA:0000026"
<http://purl.obolibrary.org/obo/UBERON_0001016>	<http://en.wikipedia.org/wiki/Nervous_system>
<http://purl.obolibrary.org/obo/UBERON_0001016>	<http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=3236>
<http://purl.obolibrary.org/obo/UBERON_0001016>	"TAO:0000396"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"MESH:D009420"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"NCIT:C12755"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"BILA:0000079"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"neuronames:3236"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"Wikipedia:Nervous_system"
<http://purl.obolibrary.org/obo/UBERON_0001016>	"SCTID:278196006"
<http://purl.obolibrary.org/obo/UBERON_0003388>	"RETIRED_EHDAA2:0001436"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"NCIT:C32551"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"EFO:0001953"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"MA:0001929"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"VHOG:0000265"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"XAO:0000345"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"AAO:0010416"
<http://purl.obolibrary.org/obo/UBERON_0001070>	<http://www.snomedbrowser.com/Codes/Details/362044002>
<http://purl.obolibrary.org/obo/UBERON_0001070>	<http://linkedlifedata.com/resource/umls/id/C0007275>
<http://purl.obolibrary.org/obo/UBERON_0001070>	"UMLS:C0007275"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"GAID:480"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"MESH:D002342"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"OpenCyc:Mx4rwVJkPZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"FMA:10635"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"AAO:0010218"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"BTO:0004696"
<http://purl.obolibrary.org/obo/UBERON_0001070>	<http://en.wikipedia.org/wiki/External_carotid_artery>
<http://purl.obolibrary.org/obo/UBERON_0001070>	"EMAPA:18611"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"EHDAA2:0000461"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"SCTID:362044002"
<http://purl.obolibrary.org/obo/UBERON_0001070>	"Wikipedia:External_carotid_artery"
<http://purl.obolibrary.org/obo/CL_0000355>	"FMA:86767"
<http://purl.obolibrary.org/obo/UBERON_0004370>	"UMLS:C0229127"
<http://purl.obolibrary.org/obo/UBERON_0004370>	"TAO:0002155"
<http://purl.obolibrary.org/obo/UBERON_0004370>	"NCIT:C32226"
<http://purl.obolibrary.org/obo/UBERON_0004370>	"MA:0001240"
<http://purl.obolibrary.org/obo/UBERON_0004370>	<http://linkedlifedata.com/resource/umls/id/C0229127>
<http://purl.obolibrary.org/obo/UBERON_0004370>	"ZFA:0001684"
<http://purl.obolibrary.org/obo/UBERON_0004370>	<http://en.wikipedia.org/wiki/Bowman%27s_membrane>
<http://purl.obolibrary.org/obo/UBERON_0004370>	<http://www.snomedbrowser.com/Codes/Details/281075003>
<http://purl.obolibrary.org/obo/UBERON_0004370>	"FMA:58273"
<http://purl.obolibrary.org/obo/UBERON_0004370>	"Wikipedia:Bowman%27s_membrane"
<http://purl.obolibrary.org/obo/UBERON_0004370>	"SCTID:281075003"
<http://purl.obolibrary.org/obo/UBERON_0003471>	<http://www.snomedbrowser.com/Codes/Details/145036002>
<http://purl.obolibrary.org/obo/UBERON_0003471>	"FMA:49567"
<http://purl.obolibrary.org/obo/UBERON_0003471>	"EMAPA:37429"
<http://purl.obolibrary.org/obo/UBERON_0003471>	<http://en.wikipedia.org/wiki/Inferior_labial_artery>
<http://purl.obolibrary.org/obo/UBERON_0003471>	"MA:0001916"
<http://purl.obolibrary.org/obo/UBERON_0003471>	"Wikipedia:Inferior_labial_artery"
<http://purl.obolibrary.org/obo/UBERON_0003471>	"SCTID:145036002"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"BTO:0001016"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"MA:0002530"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"FMA:9887"
<http://purl.obolibrary.org/obo/UBERON_0002409>	<http://en.wikipedia.org/wiki/Pericardial_fluid>
<http://purl.obolibrary.org/obo/UBERON_0002409>	"Wikipedia:Pericardial_fluid"
<http://purl.obolibrary.org/obo/UBERON_0010959>	"NCIT:C32716"
<http://purl.obolibrary.org/obo/UBERON_0010959>	"UMLS:C0448281"
<http://purl.obolibrary.org/obo/UBERON_0010959>	<http://linkedlifedata.com/resource/umls/id/C0448281>
<http://purl.obolibrary.org/obo/UBERON_0004731>	"NLX:147842"
<http://purl.obolibrary.org/obo/UBERON_0004731>	"ZFA:0001328"
<http://purl.obolibrary.org/obo/UBERON_0004731>	<http://en.wikipedia.org/wiki/Neuromere>
<http://purl.obolibrary.org/obo/UBERON_0004731>	"TAO:0001328"
<http://purl.obolibrary.org/obo/UBERON_0004731>	"Wikipedia:Neuromere"
<http://purl.obolibrary.org/obo/UBERON_0015179>	"XAO:0004077"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"MESH:D003319"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"ZFA:0001685"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"GAID:893"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"TAO:0002189"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"NCIT:C12699"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"CALOHA:TS-1138"
<http://purl.obolibrary.org/obo/UBERON_0001777>	<http://www.snomedbrowser.com/Codes/Details/362511000>
<http://purl.obolibrary.org/obo/UBERON_0001777>	"MA:0001245"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"EFO:0002514"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"UMLS:C0010040"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"FMA:58306"
<http://purl.obolibrary.org/obo/UBERON_0001777>	<http://en.wikipedia.org/wiki/Corneal_stroma>
<http://purl.obolibrary.org/obo/UBERON_0001777>	<http://linkedlifedata.com/resource/umls/id/C0010040>
<http://purl.obolibrary.org/obo/UBERON_0001777>	"EMAPA:17602"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"SCTID:362511000"
<http://purl.obolibrary.org/obo/UBERON_0001777>	"Wikipedia:Corneal_stroma"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"NCIT:C13236"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"HAO:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"XAO:0004001"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"AEO:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"TAO:0001487"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"BILA:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"FBbt:00007019"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"ZFA:0001487"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"AAO:0010839"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"CALOHA:TS-2101"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"VHOG:0001726"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"TGMA:0001824"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"SPD:0000008"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"MA:0002450"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"CARO:0000004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"galen:BodySubstance"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"FMA:9669"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"EHDAA2:0003004"
<http://purl.obolibrary.org/obo/UBERON_0000463>	"EMAPA:35178"
<http://purl.obolibrary.org/obo/UBERON_0001444>	<http://www.snomedbrowser.com/Codes/Details/123852005>
<http://purl.obolibrary.org/obo/UBERON_0001444>	"FMA:24218"
<http://purl.obolibrary.org/obo/UBERON_0001444>	"XAO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0001444>	"SCTID:123852005"
<http://purl.obolibrary.org/obo/UBERON_0003967>	"EMAPA:37841"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"ZFA:0005004"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"EFO:0003695"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"TAO:0005004"
<http://purl.obolibrary.org/obo/UBERON_0004363>	<http://en.wikipedia.org/wiki/Aortic_arches>
<http://purl.obolibrary.org/obo/UBERON_0004363>	"EMAPA:16684"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"NCIT:C32123"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"EHDAA:7327"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"AAO:0010414"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"UMLS:C0003489"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"XAO:0000341"
<http://purl.obolibrary.org/obo/UBERON_0004363>	<http://linkedlifedata.com/resource/umls/id/C0003489>
<http://purl.obolibrary.org/obo/UBERON_0004363>	"VHOG:0000122"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"EHDAA2:0000186"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"EHDAA:398"
<http://purl.obolibrary.org/obo/UBERON_0004363>	"Wikipedia:Aortic_arches"
<http://purl.obolibrary.org/obo/UBERON_0010912>	"FMA:23879"
<http://purl.obolibrary.org/obo/UBERON_0010912>	"VSAO:0000042"
<http://purl.obolibrary.org/obo/UBERON_0010912>	<http://www.snomedbrowser.com/Codes/Details/129140006>
<http://purl.obolibrary.org/obo/UBERON_0010912>	"SCTID:129140006"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"VHOG:0000169"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"MA:0000275"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"MIAA:0000141"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"XAO:0000008"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"OpenCyc:Mx4rvVj0fZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"AAO:0010348"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"EMAPA:17838"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"BTO:0000723"
<http://purl.obolibrary.org/obo/UBERON_0000965>	<http://linkedlifedata.com/resource/umls/id/C0023317>
<http://purl.obolibrary.org/obo/UBERON_0000965>	"RETIRED_EHDAA2:0000975"
<http://purl.obolibrary.org/obo/UBERON_0000965>	<http://www.snomedbrowser.com/Codes/Details/181169005>
<http://purl.obolibrary.org/obo/UBERON_0000965>	<http://en.wikipedia.org/wiki/Lens_(anatomy)>
<http://purl.obolibrary.org/obo/UBERON_0000965>	"ZFA:0000035"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"MAT:0000141"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"TAO:0000035"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"CALOHA:TS-0545"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"FMA:58241"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"NCIT:C12743"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"MESH:A09.371.509"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"EV:0100343"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"UMLS:C0023317"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"EHDAA:9057"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"Wikipedia:Lens_(anatomy)"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"MESH:D007908"
<http://purl.obolibrary.org/obo/UBERON_0000965>	"SCTID:181169005"
<http://purl.obolibrary.org/obo/UBERON_0004473>	"FMA:71288"
<http://purl.obolibrary.org/obo/UBERON_0006905>	"EHDAA2:0001062"
<http://purl.obolibrary.org/obo/UBERON_0006905>	"EMAPA:17357"
<http://purl.obolibrary.org/obo/UBERON_0006905>	"EHDAA:5861"
<http://purl.obolibrary.org/obo/UBERON_0006905>	"EHDAA:5873"
<http://purl.obolibrary.org/obo/UBERON_0008115>	"FMA:76668"
<http://purl.obolibrary.org/obo/UBERON_0003952>	"EMAPA:37414"
<http://purl.obolibrary.org/obo/UBERON_0000117>	"EMAPA:37946"
<http://purl.obolibrary.org/obo/UBERON_0000117>	"FMA:12224"
<http://purl.obolibrary.org/obo/UBERON_0004277>	"OpenCyc:Mx8Ngx4rwKSh9pwpEbGdrcN5Y29ycB4rvViTvpwpEbGdrcN5Y29ycB4rvYA8cJwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0004277>	"MA:0000271"
<http://purl.obolibrary.org/obo/UBERON_0004277>	"EMAPA:35335"
<http://purl.obolibrary.org/obo/UBERON_0004277>	"AAO:0000156"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"MA:0000102"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"EHDAA:4401"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"VHOG:0001395"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"EHDAA2:0001359"
<http://purl.obolibrary.org/obo/UBERON_0005339>	"EMAPA:17330"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"XAO:0000437"
<http://purl.obolibrary.org/obo/UBERON_0000071>	"XtroDO:0000085"
<http://purl.obolibrary.org/obo/UBERON_0001009>	"VHOG:0001248"
<http://purl.obolibrary.org/obo/UBERON_0001009>	"AAO:0000959"
<http://purl.obolibrary.org/obo/UBERON_0001009>	"FBbt:00005057"
<http://purl.obolibrary.org/obo/UBERON_0001009>	<http://en.wikipedia.org/wiki/Circulatory_system>
<http://purl.obolibrary.org/obo/UBERON_0001009>	"OpenCyc:Mx4rvVjzG5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001009>	"CALOHA:TS-2103"
<http://purl.obolibrary.org/obo/UBERON_0001009>	"Wikipedia:Circulatory_system"
<http://purl.obolibrary.org/obo/UBERON_0016545>	"ZFA:0001379"
<http://purl.obolibrary.org/obo/UBERON_0016545>	"TAO:0001379"
<http://purl.obolibrary.org/obo/UBERON_0003269>	"EHDAA2:0000486"
<http://purl.obolibrary.org/obo/UBERON_0003269>	"EMAPA:17844"
<http://purl.obolibrary.org/obo/UBERON_0003269>	"EHDAA:2923"
<http://purl.obolibrary.org/obo/UBERON_0002616>	<http://linkedlifedata.com/resource/umls/id/C0445620>
<http://purl.obolibrary.org/obo/UBERON_0002616>	"BIRNLEX:1167"
<http://purl.obolibrary.org/obo/UBERON_0002616>	"NCIT:C13031"
<http://purl.obolibrary.org/obo/UBERON_0002616>	"UMLS:C0445620"
<http://purl.obolibrary.org/obo/UBERON_0002616>	"FMA:55676"
<http://purl.obolibrary.org/obo/UBERON_0002616>	<http://www.snomedbrowser.com/Codes/Details/384763002>
<http://purl.obolibrary.org/obo/UBERON_0002616>	"SCTID:384763002"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"FMA:45662"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"VHOG:0000382"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"OpenCyc:Mx4rQRqjUgAKEdyHxgDggVfs8g"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"MA:0000435"
<http://purl.obolibrary.org/obo/UBERON_0001558>	<http://en.wikipedia.org/wiki/Lower_respiratory_tract>
<http://purl.obolibrary.org/obo/UBERON_0001558>	"EMAPA:16738"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"EHDAA2:0001036"
<http://purl.obolibrary.org/obo/UBERON_0001558>	<http://www.snomedbrowser.com/Codes/Details/281488008>
<http://purl.obolibrary.org/obo/UBERON_0001558>	"Wikipedia:Lower_respiratory_tract"
<http://purl.obolibrary.org/obo/UBERON_0001558>	"SCTID:281488008"
<http://purl.obolibrary.org/obo/UBERON_0017672>	"FMA:32413"
<http://purl.obolibrary.org/obo/UBERON_0017672>	"FMA:67355"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"XAO:0003042"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"CALOHA:TS-2110"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"NCIT:C13229"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"BILA:0000034"
<http://purl.obolibrary.org/obo/UBERON_0002050>	<http://www.snomedbrowser.com/Codes/Details/667009>
<http://purl.obolibrary.org/obo/UBERON_0002050>	"RETIRED_EHDAA2:0003169"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"BTO:0000174"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"UMLS:C0013948"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"MESH:D004628"
<http://purl.obolibrary.org/obo/UBERON_0002050>	<http://linkedlifedata.com/resource/umls/id/C0013948>
<http://purl.obolibrary.org/obo/UBERON_0002050>	"TAO:0001105"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"FBbt:00004208"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"AAO:0000138"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"EFO:0000461"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"GAID:407"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"FMA:69067"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"VSAO:0000178"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"ZFA:0001105"
<http://purl.obolibrary.org/obo/UBERON_0002050>	"SCTID:667009"
<http://purl.obolibrary.org/obo/UBERON_0009854>	"FBbt:00100316"
<http://purl.obolibrary.org/obo/UBERON_0006876>	"FMA:74612"
<http://purl.obolibrary.org/obo/UBERON_0005428>	"EHDAA2:0002156"
<http://purl.obolibrary.org/obo/UBERON_0005428>	"VHOG:0001208"
<http://purl.obolibrary.org/obo/UBERON_0005428>	"XAO:0004191"
<http://purl.obolibrary.org/obo/UBERON_0005428>	"ZFA:0000818"
<http://purl.obolibrary.org/obo/UBERON_0005428>	"EHDAA:669"
<http://purl.obolibrary.org/obo/UBERON_0005428>	"TAO:0000818"
<http://purl.obolibrary.org/obo/UBERON_0011134>	"FMA:7491"
<http://purl.obolibrary.org/obo/UBERON_0007240>	"EV:0100030"
<http://purl.obolibrary.org/obo/UBERON_0007240>	<http://www.snomedbrowser.com/Codes/Details/113261001>
<http://purl.obolibrary.org/obo/UBERON_0007240>	"EMAPA:36295"
<http://purl.obolibrary.org/obo/UBERON_0007240>	"FMA:14274"
<http://purl.obolibrary.org/obo/UBERON_0007240>	"SCTID:113261001"
<http://purl.obolibrary.org/obo/UBERON_0001651>	"galen:RightPulmonaryArtery"
<http://purl.obolibrary.org/obo/UBERON_0001651>	<http://www.snomedbrowser.com/Codes/Details/244235003>
<http://purl.obolibrary.org/obo/UBERON_0001651>	"UMLS:C0923924"
<http://purl.obolibrary.org/obo/UBERON_0001651>	<http://linkedlifedata.com/resource/umls/id/C0923924>
<http://purl.obolibrary.org/obo/UBERON_0001651>	"NCIT:C33489"
<http://purl.obolibrary.org/obo/UBERON_0001651>	<http://en.wikipedia.org/wiki/Right_pulmonary_artery>
<http://purl.obolibrary.org/obo/UBERON_0001651>	"MA:0002500"
<http://purl.obolibrary.org/obo/UBERON_0001651>	"EMAPA:37378"
<http://purl.obolibrary.org/obo/UBERON_0001651>	"FMA:50872"
<http://purl.obolibrary.org/obo/UBERON_0001651>	"Wikipedia:Right_pulmonary_artery"
<http://purl.obolibrary.org/obo/UBERON_0001651>	"SCTID:244235003"
<http://purl.obolibrary.org/obo/UBERON_0008886>	"FMA:45621"
<http://purl.obolibrary.org/obo/UBERON_0008886>	<http://en.wikipedia.org/wiki/Pulmonary_circulation>
<http://purl.obolibrary.org/obo/UBERON_0008886>	"Wikipedia:Pulmonary_circulation"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"TAO:0000056"
<http://purl.obolibrary.org/obo/UBERON_0001042>	<http://linkedlifedata.com/resource/umls/id/C0031354>
<http://purl.obolibrary.org/obo/UBERON_0001042>	"UMLS:C0031354"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"NCIT:C12425"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"BTO:0001049"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"VHOG:0000462"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"MA:0000432"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"MESH:A03.867"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"galen:Pharynx"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"AAO:0000967"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EMAPA:16706"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"ZFA:0000056"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EHDAA:2947"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"OpenCyc:Mx4rvViv7ZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"GAID:155"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EFO:0000836"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"FMA:46688"
<http://purl.obolibrary.org/obo/UBERON_0001042>	<http://www.snomedbrowser.com/Codes/Details/181211006>
<http://purl.obolibrary.org/obo/UBERON_0001042>	<http://en.wikipedia.org/wiki/Pharynx>
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EV:0100065"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"EHDAA2:0001458"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"CALOHA:TS-0785"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"XAO:0003227"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"MESH:D010614"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"Wikipedia:Pharynx"
<http://purl.obolibrary.org/obo/UBERON_0001042>	"SCTID:181211006"
<http://purl.obolibrary.org/obo/UBERON_0013140>	<http://linkedlifedata.com/resource/umls/id/C0447117>
<http://purl.obolibrary.org/obo/UBERON_0013140>	"NCIT:C33719"
<http://purl.obolibrary.org/obo/UBERON_0013140>	"FMA:66644"
<http://purl.obolibrary.org/obo/UBERON_0013140>	"UMLS:C0447117"
<http://purl.obolibrary.org/obo/UBERON_0013140>	<http://www.snomedbrowser.com/Codes/Details/244389004>
<http://purl.obolibrary.org/obo/UBERON_0013140>	"SCTID:244389004"
<http://purl.obolibrary.org/obo/UBERON_0005742>	"BTO:0002010"
<http://purl.obolibrary.org/obo/UBERON_0005742>	<http://en.wikipedia.org/wiki/Adventitia>
<http://purl.obolibrary.org/obo/UBERON_0005742>	"FMA:45635"
<http://purl.obolibrary.org/obo/UBERON_0005742>	<http://www.snomedbrowser.com/Codes/Details/30180000>
<http://purl.obolibrary.org/obo/UBERON_0005742>	"Wikipedia:Adventitia"
<http://purl.obolibrary.org/obo/UBERON_0005742>	"SCTID:30180000"
<http://purl.obolibrary.org/obo/UBERON_0036288>	"FMA:9560"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"EFO:0000832"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"MESH:D012160"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"BAMS:R"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"EMAPA:17168"
<http://purl.obolibrary.org/obo/UBERON_0000966>	<http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=1862>
<http://purl.obolibrary.org/obo/UBERON_0000966>	"BTO:0001175"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"FMA:58301"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"AAO:0010352"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"MBA:304325711"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"TAO:0000152"
<http://purl.obolibrary.org/obo/UBERON_0000966>	<http://linkedlifedata.com/resource/umls/id/C1278894>
<http://purl.obolibrary.org/obo/UBERON_0000966>	"GAID:755"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"UMLS:C0035298"
<http://purl.obolibrary.org/obo/UBERON_0000966>	<http://linkedlifedata.com/resource/umls/id/C0035298>
<http://purl.obolibrary.org/obo/UBERON_0000966>	"EV:0100348"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"NCIT:C12343"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"XAO:0000009"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"NIFSTD_RETIRED:birnlex_1156"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"MIAA:0000142"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"EHDAA2:0001627"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"ZFA:0000152"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"CALOHA:TS-0865"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"UMLS:C1278894"
<http://purl.obolibrary.org/obo/UBERON_0000966>	<http://en.wikipedia.org/wiki/Retina>
<http://purl.obolibrary.org/obo/UBERON_0000966>	"EHDAA:4757"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"MA:0000276"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"OpenCyc:Mx4rvViTfpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"MAT:0000142"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"BIRNLEX:1153"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"VHOG:0000229"
<http://purl.obolibrary.org/obo/UBERON_0000966>	<http://www.snomedbrowser.com/Codes/Details/181171005>
<http://purl.obolibrary.org/obo/UBERON_0000966>	"neuronames:1862"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"SCTID:181171005"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"Wikipedia:Retina"
